date,city,station,latitude,longitude,NO2,temperature_2m,humidity_2m,wind_speed_2m,wind_direction_2m,precipitation,sarimax,lstm,prophet,arima_garch
2017/1/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,15.64,80.11,4.45,58.3,0.99,40.92711168,35.80286039,33.88560936,33.04867258
2017/1/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,45,17.06,82.11,4.27,65.4,0.42,39.82738015,35.73358355,32.81445049,33.01096506
2017/1/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,51,18.43,84.29,3.48,60.5,0.27,37.98221204,35.88500067,32.13500555,41.79109778
2017/1/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,18.66,81.37,3.32,31.2,0.3,39.5175326,35.95617997,35.70063514,44.11565396
2017/1/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,16.11,67.63,5.56,26.5,0.02,41.83788424,35.80209294,35.6052585,33.9658833
2017/1/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,47,15.42,64.34,4.2,26.8,0.09,42.26196588,37.63045272,37.95212194,39.81846881
2017/1/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,15.08,61.55,3.68,44.5,0,47.65636104,40.1334966,42.49960457,42.49773457
2017/1/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,16,66.09,4.37,69.4,0,45.40030496,41.77130285,37.46838695,38.7309132
2017/1/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,16.39,72.09,5.02,76.8,0.01,42.78139581,42.05949371,33.3178013,32.92820822
2017/1/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,17.49,70.94,3.7,56,0,42.69550548,41.51413268,36.05077104,31.34589134
2017/1/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,16.21,75.38,3.53,70.6,0,43.87375825,41.26244103,36.23111881,34.89170051
2017/1/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,16.72,69.1,2.93,80.7,0,45.81734468,40.50079098,38.55541238,36.51863301
2017/1/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,17.17,82.66,3.82,89.2,0.34,36.47777726,39.56181516,26.2697139,28.46154058
2017/1/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,20.31,89.55,2.9,109.4,1.68,37.29274882,37.58884904,26.46629168,29.50633803
2017/1/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,19.27,80.71,3.94,36.8,1.16,37.91869805,34.42190472,29.1688684,30.75108941
2017/1/31,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,16.92,77.74,4.49,65.7,0.68,41.0247161,32.91339747,30.02597529,26.08063026
2017/2/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,18.62,75.63,3.68,49.7,0.13,40.05504359,32.16954263,30.78030727,29.44705334
2017/2/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,17.18,73.58,4.6,62.9,0.11,41.60491746,31.86998782,30.09370378,26.776995
2017/2/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,17.39,72.79,4.14,75,0.01,41.82383587,32.07666471,29.90344098,28.67933719
2017/2/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,18.73,76.53,2.65,83.8,1.72,38.78282769,32.31292363,28.08149208,29.29617651
2017/2/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,19.38,79.61,2.37,56.9,0.37,40.05000438,32.26589699,29.74875436,33.80675829
2017/2/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,18.99,76.6,5.6,83.7,0.03,37.6828426,31.73644816,21.16720634,26.48202968
2017/2/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,17.47,73.72,5.98,86,0.15,40.03412644,31.5137819,23.11015689,27.47020206
2017/2/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,17.79,78.29,4.66,42.3,1.06,38.42395879,31.89649209,25.17953589,28.8420868
2017/2/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,12.95,60.07,6.9,17.2,0.18,46.13743806,32.16290143,31.80324051,25.43868346
2017/2/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,12.35,61.31,4.73,34.1,0.01,48.66317644,34.53014678,36.20115848,28.73275244
2017/2/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,43,13.72,56,3.75,44.7,0,47.19994964,36.79745056,35.63954059,29.23066974
2017/2/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,14.54,58.83,2.78,65.1,0,50.79275108,39.65955237,38.57520813,38.1004799
2017/2/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,15.67,64.37,4.06,78.4,0,47.02382883,41.28999885,31.90044177,34.55098976
2017/2/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,16.87,70.2,4.26,83.7,0,44.38472617,41.355723,28.72256802,27.569251
2017/2/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,47,17.19,73.54,4.13,93.1,0,42.63229357,40.67455185,26.55826726,29.82854638
2017/2/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,49,18.53,78.55,2.29,114.8,0,44.60562095,40.22740302,30.4216736,40.74907636
2017/2/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,19.99,78.35,1.74,107.2,0,42.85133336,38.72579565,29.71624006,40.49732419
2017/2/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,20.2,77.23,2.55,94.4,0,37.58407983,36.62525585,23.83986019,35.01258921
2017/2/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,49,18.78,84.01,3.89,96.3,0.34,38.07564687,34.58683936,21.48883946,28.35146853
2017/2/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,21.4,83.99,1.57,147.8,0.4,42.87444913,33.37209651,29.29326937,43.12286491
2017/2/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,20.42,88.52,4.9,100.7,5.44,35.43800298,30.86536053,18.59183115,26.12830153
2017/2/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,21.17,87.7,2.91,109,12.75,38.43567827,29.11752115,25.4732374,31.1156123
2017/2/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,16.99,67.58,5.89,11,1,41.73290394,27.5416255,29.52173745,31.32904637
2017/2/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,12.81,78.05,5.27,19.2,3.04,42.4086002,29.11768139,30.56731319,30.03275987
2017/2/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,12.63,81.42,4.07,16.7,4.34,40.12568256,31.05064898,30.40267227,31.31482913
2017/2/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,15.19,73.25,4.03,32.7,0.56,43.18766036,32.26545856,32.61734213,29.84805531
2017/2/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,17.35,68.19,3.78,73,0.12,44.45652143,33.93018893,32.87282919,33.54161791
2017/2/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,58,18.07,63.3,2.87,76.8,0,47.43528678,35.2462815,38.1291785,30.60191092
2017/3/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,53,18.4,70.78,2.71,8.7,0.35,43.69306244,37.69659437,38.12207397,47.61536475
2017/3/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,18.05,54.24,4.15,42.2,0,47.3969256,39.42182861,39.56669648,42.57133554
2017/3/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,17.06,72.26,3.68,93,0,43.71943659,41.38152962,33.13303854,30.25390307
2017/3/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,19.43,83.89,3.69,110.7,0.05,35.12309321,40.9070716,23.46070938,31.06934477
2017/3/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,21.05,86.08,2.44,153,0.09,40.60262865,38.67727664,30.0667416,33.1369931
2017/3/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,20.23,71.99,3.31,28.1,0.07,40.70528079,35.56819674,34.27807813,36.29192183
2017/3/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,18.19,79.6,3.64,67.4,2.37,40.75732043,34.5412935,32.11169107,28.74577184
2017/3/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,17.16,77.78,3.99,47.5,4.23,40.58689287,33.87900647,33.01057315,36.94486871
2017/3/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,18.15,80.89,4.44,94.2,2.66,39.92997293,33.94346195,29.27157923,35.65820295
2017/3/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,21.26,88.96,4.12,170.9,3.13,38.01559488,33.46711602,27.02279279,33.63217715
2017/3/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,19.98,87.31,4.09,99.9,3.5,32.65441008,31.61610518,21.9697049,33.98635178
2017/3/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,21.14,84.94,3.91,123.6,0.43,36.93476987,29.92333035,25.13939363,29.19260889
2017/3/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,22.57,85.15,2.8,187.5,0.19,41.02438944,29.06755382,31.90121161,37.49103021
2017/3/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,19.6,77.66,5.03,48.2,1.48,37.3356304,28.02916397,27.97820624,35.6243403
2017/3/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,18.07,79.29,5.47,86.9,0.81,37.5416852,28.83553888,25.30545795,31.33251459
2017/3/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,19.1,81.78,4.16,88.5,0.63,38.70733076,30.24747321,28.17930293,34.3303239
2017/3/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,19.86,83.85,4.58,93,1.2,35.98748768,31.39002014,24.42099555,31.45458606
2017/3/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,20.51,89.49,4.56,95.1,15.94,31.79283771,32.33496625,21.29410876,34.20880039
2017/3/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,21.63,89.87,4.23,103,7,33.94667568,32.80249493,21.89178985,33.74541813
2017/3/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,23,85.5,2.49,125.9,2.73,38.38643852,33.03853486,28.16239287,32.65405062
2017/3/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,22.58,81.86,3.2,81.7,2.27,37.04333325,33.01507451,27.6310692,31.615153
2017/3/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,21.16,86.96,5.06,105.3,5.46,34.17932933,33.34960976,21.10580574,31.69578173
2017/3/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,22.22,84.25,2.8,95.8,0.69,37.48856153,34.00887477,27.7528541,33.95186255
2017/3/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,21.94,84.04,3.93,112.1,0.22,35.8614796,34.00055784,23.83576615,25.90824476
2017/3/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,19.93,75.27,4.63,16.7,3.58,34.19665063,34.2588014,26.49746733,33.43637891
2017/3/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,15.9,75.95,5.5,43.9,1.92,39.375582,35.65213743,28.14934016,28.608913
2017/3/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,19.1,65.74,4.83,84.3,0.01,42.25570261,37.58007904,30.53311962,33.94119022
2017/3/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,21.24,77.88,4.47,105.6,0.07,38.39733598,39.1414373,26.17595312,28.39608633
2017/3/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,22.29,84.51,4.2,100.4,1.03,34.54989702,39.65212865,22.73062756,33.83516167
2017/3/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,22.53,87.85,3.56,118.4,2.17,36.1350304,39.11914169,25.00116445,29.47411538
2017/3/31,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,21.1,82.54,4.49,11.8,13.26,35.59965122,38.18390756,29.68772682,35.93371121
2017/4/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,18.99,67.01,4.28,44,0.06,37.72801007,38.3431817,30.09997375,35.64176568
2017/4/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,19.37,64.31,4.35,87.5,0,42.62485972,39.50168162,32.46193177,30.5866285
2017/4/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,20.27,70.36,4.59,101.5,0.02,40.82519781,40.69907724,29.76450151,33.68284704
2017/4/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,21.4,75.7,4.12,110,0.09,39.73606814,40.71115381,29.48739541,26.77750224
2017/4/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,22.64,82.4,3.23,113.5,0.32,37.06175449,40.12856206,27.92537369,29.38740931
2017/4/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,23.21,85.39,2.3,132.8,0.47,38.92881441,38.9806419,31.12339022,31.14617743
2017/4/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,24.39,82.64,1.87,172.8,0.03,40.42233155,37.27837335,34.13653252,33.15840838
2017/4/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,24.65,85.17,2.55,170.7,0.04,34.69424836,35.46092316,27.36767414,34.06828556
2017/4/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,24.77,87.77,3.44,192.1,0.06,36.39325156,32.73716197,28.03557268,26.4131815
2017/4/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,25.65,87.21,4.82,205.4,0.33,34.52298154,30.02497093,25.17377794,26.23463482
2017/4/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,25.3,85.44,2.67,242.4,3.14,39.4659096,28.49340979,36.29902295,34.77518601
2017/4/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,20.14,80.53,5.39,33.6,12.02,35.36899678,27.36519041,29.67706975,31.16073936
2017/4/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,19.69,82.33,3.81,56.2,1.01,37.50478055,28.27654554,31.75356539,35.28647753
2017/4/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,22.09,80.96,2.52,115.8,0.09,39.13476254,29.54927047,32.78301816,32.45562974
2017/4/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,23.91,85.36,2.5,139.4,0.18,33.87055569,30.33002542,26.99791168,29.464943
2017/4/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,25.1,83.25,2.09,128.3,0.09,36.84232107,30.08604708,30.11233055,25.74730873
2017/4/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,45,26.15,79.16,2.36,233.1,0.6,40.59162603,29.62416757,37.24061335,30.16734159
2017/4/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,26.49,76.3,2.38,259.9,0.26,40.90055099,29.32656753,39.38675355,39.32205614
2017/4/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,26.38,78.5,2.93,202.6,1.34,39.2595229,29.45058293,33.76569225,34.66468716
2017/4/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,25.96,85.65,3.08,173.3,6.86,37.67319396,29.35488867,30.86315007,31.5400751
2017/4/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,25.31,86.44,4.71,220.2,20.21,36.83985392,29.05027737,30.99908752,32.06398355
2017/4/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,20.56,73.08,4.04,23,9.35,35.72325782,29.0645548,31.90883655,35.49309032
2017/4/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,21.57,81.62,2.87,90.4,6.37,38.11883835,29.96119092,30.79682786,31.56669348
2017/4/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,22.41,83.11,3.81,97.5,8.44,36.61792405,30.96530138,27.63642537,34.5601656
2017/4/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,23.4,90.87,4.3,123.5,7.66,34.17976593,32.06344015,23.40825832,35.92065609
2017/4/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,24.89,88.79,1.81,160.2,4.64,38.1100473,32.47843826,30.65651506,31.77176862
2017/4/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,22.87,84.04,3.92,30,12.06,34.80940897,32.10180802,29.19870448,33.6182782
2017/4/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,53,21.83,76.26,2.62,66.9,1.38,38.70286635,32.74822237,31.94728889,33.34483885
2017/4/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,23.08,68.41,1.69,163.8,0,42.63200756,34.3728579,35.45536599,44.55325582
2017/4/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,23.77,66.24,2.28,153.7,0,44.6256053,35.5023084,35.7134381,35.04623287
2017/5/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,24.36,78.59,2.58,158,0,40.53906823,36.10639058,30.39371199,27.99227351
2017/5/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,25.69,84.06,2.54,164.2,0.4,38.40998647,35.62208539,28.44109842,28.90828243
2017/5/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,26.36,85.34,3.47,160.4,2,34.87431998,34.082708,23.46540775,27.89294598
2017/5/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,53,25.97,88.36,2.58,172,8.95,37.7408416,33.0669487,28.5859723,38.33097957
2017/5/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,49,26.23,80.22,1.53,303.4,6.28,38.59795215,33.05143701,36.77775236,43.81064051
2017/5/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,27.05,78.81,1.52,120,7.36,34.26166369,33.3287789,26.50583235,41.07843366
2017/5/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,25.76,85.24,3.6,116.2,11.15,33.62393283,32.83082371,22.3272061,23.15460959
2017/5/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,25.73,86.11,3.07,152.8,6.02,36.40776622,32.51602994,25.28455411,28.25351245
2017/5/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,62,26.29,82.92,1.61,277.4,10.07,40.45028914,32.49884443,38.11408158,37.54452731
2017/5/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,26.67,78.54,1.27,150.4,0.45,39.64840827,32.55510061,31.62600841,49.52335538
2017/5/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,26.73,81.43,2.08,133.3,0.41,37.19983882,31.99125993,28.01479683,25.74384884
2017/5/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,58,27.15,82.48,1.73,252.8,1.11,38.49739618,31.8805056,34.41075064,38.02963976
2017/5/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,25.5,86.19,1.86,323.5,24.82,34.21442247,31.79845018,34.28715763,47.51735725
2017/5/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,26.77,80.81,1.81,163.3,5.36,38.8632042,31.58018069,30.68641029,34.72485244
2017/5/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,26.26,88.82,3.11,163.7,28.48,37.91192295,31.1045362,30.22212709,30.33852552
2017/5/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,24.85,84.27,4.04,33.5,37.93,35.6253193,31.09125437,32.16747991,37.91369521
2017/5/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,25.03,75.04,1.94,69.2,0.05,37.20095101,31.82151584,31.31963866,32.97290525
2017/5/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,24.91,78.67,3.71,90.3,0.12,34.86461973,32.06005899,25.45683462,31.52993735
2017/5/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,24.55,83.52,4.01,66.5,1.27,31.4892885,32.52891125,22.62998636,33.92406774
2017/5/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,24.65,83.8,3.64,86.4,1.19,29.10337694,33.33631904,19.80088089,31.0225259
2017/5/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,25.49,84.98,4.62,100.6,1.15,30.38326239,33.88312559,18.47272441,29.06773899
2017/5/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,25.79,88.29,4.78,107.4,5.54,30.32938268,34.49982491,18.39347421,28.55516916
2017/5/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,43,26.96,88.38,2.48,143.9,6.04,35.46742884,34.86785333,26.95305631,28.32182949
2017/5/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,26.42,89.83,1.64,356.2,25.7,34.68844531,34.92980633,35.16322914,39.70499769
2017/5/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,25.62,81.84,2.84,24.9,1.77,33.55232419,34.81954522,28.89638145,32.49529733
2017/5/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,24.99,78.2,2.71,58.8,0.23,34.58078145,34.91953341,28.18005799,35.10904885
2017/5/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,25.09,66.68,3,78.1,0.03,34.78734192,35.57239976,27.49702534,36.41105107
2017/5/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,25.47,74.5,3.2,95.7,0.17,35.71888177,36.5175813,26.15813615,28.76548689
2017/5/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,25.46,79.04,3.7,95.2,0,34.14438363,36.79778183,23.5180169,27.15163806
2017/5/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,26.5,84.26,2.21,114.4,0.02,35.36410841,36.50606558,26.28323342,24.75705707
2017/5/31,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,27.21,87.24,2.29,206.2,1.28,36.64136158,35.76243124,28.98586705,32.32749988
2017/6/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.02,88.81,4.39,213.8,1.1,32.80263633,33.11885298,22.34547746,25.52932934
2017/6/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.17,90.17,4.66,213.8,2.88,31.05761777,30.2891484,20.1029508,25.36766207
2017/6/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.47,88.65,3.4,203.5,4.63,29.91073895,28.18111751,20.33666317,27.34486983
2017/6/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,28.35,89.36,3.29,175.6,3.13,32.4568162,26.66624358,20.89435997,24.3750785
2017/6/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.51,88.35,3.83,150.6,2.18,31.2561195,25.84677852,18.28162357,27.52154261
2017/6/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,28.61,87.23,3.1,147.6,3.26,33.1542602,25.35317123,21.76621764,26.13224673
2017/6/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.71,85.64,2.27,150.9,2.37,33.9984264,25.04047295,23.83473331,25.02638716
2017/6/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,28.92,79.64,2.41,148.6,0.57,35.97915328,24.78805839,25.90109887,23.80737869
2017/6/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,28.8,80.82,2.97,121.8,1.23,32.47947683,24.669171,21.61939786,22.55343891
2017/6/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,29.34,79.86,2.39,155.9,0.33,31.4838159,25.04836807,21.45422694,26.53296958
2017/6/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,15,29.85,75.1,2.18,161.2,0.12,36.49126272,25.34054062,26.65451629,25.03792183
2017/6/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,28.39,83.48,3.94,95.2,18.89,31.57986699,25.42427759,21.59494459,20.48320002
2017/6/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,27.35,88.92,5.56,210.1,56.26,37.6452795,26.29071706,31.15713618,32.11413214
2017/6/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.22,89.3,3.66,203,6.03,33.26173808,27.80488139,23.69078662,34.17159076
2017/6/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,28.59,86.17,3.83,210.8,13.19,35.28712492,27.74850822,27.27715584,25.41178496
